Белобровый луговой трупиал;Leistes;Трупиаловые;Воробьинообразные;Птицы;Хордовые
Белобровый остроклювый певун;Остроклювые;Танагровые;Воробьинообразные;Птицы;Хордовые
Белобровый певчий пересмешник;Певчие;Пересмешниковые;Воробьинообразные;Птицы;Хордовые
Белобровый пегий канюк;Пегие;Ястребиные;Ястребообразные;Птицы;Хордовые
Белобровый поползень;Поползни;Поползневые;Воробьинообразные;Птицы;Хордовые
Белобровый рыжий дятелок;Рыжие;Дятловые;Дятлообразные;Птицы;Хордовые
Белобровый скат;Глубоководные;Ромбовые;Скатообразные;Хрящевые;Хордовые
Белобровый сорокопут;Сорокопуты;Сорокопутовые;Воробьинообразные;Птицы;Хордовые
Белобрюхая амадина;Мунии;Вьюрковые;Воробьинообразные;Птицы;Хордовые
Белобрюхая амазилия;Saucerottia;Колибри;Стрижеобразные;Птицы;Хордовые
Белобрюхая белозубка;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белобрюхая древесная сорока;Древесные;Врановые;Воробьинообразные;Птицы;Хордовые
Белобрюхая желна;Желны;Дятловые;Дятлообразные;Птицы;Хордовые
Белобрюхая каламария;Карликовые;Ужеобразные;Чешуйчатые;Пресмыкающиеся;Хордовые
Белобрюхая качурка;Качурки;Oceanitidae;Буревестникообразные;Птицы;Хордовые
Белобрюхая пеночка;Пеночки;Пеночковые;Воробьинообразные;Птицы;Хордовые
Белобрюхая славковая муравьянка;Славковые;Типичные;Воробьинообразные;Птицы;Хордовые
Белобрюхая тёмная цесарка;Тёмные;Цесарковые;Курообразные;Птицы;Хордовые
Белобрюхая уромия;Уромии;Тиранновые;Воробьинообразные;Птицы;Хордовые
Белобрюхая цапля;Цапли;Цаплевые;Пеликанообразные;Птицы;Хордовые
Белобрюхая эуфония;Эуфонии;Вьюрковые;Воробьинообразные;Птицы;Хордовые
Белобрюхая ящерица;Скальные;Настоящие;Чешуйчатые;Пресмыкающиеся;Хордовые
Белобрюхий аист;Аисты;Аистовые;Аистообразные;Птицы;Хордовые
Белобрюхий артам;Артамы;Ласточковые;Воробьинообразные;Птицы;Хордовые
Белобрюхий бананоед;Бананоеды;Тураковые;Туракообразные;Птицы;Хордовые
Белобрюхий дакнис;Дакнисы;Танагровые;Воробьинообразные;Птицы;Хордовые
Белобрюхий дельфин;Пёстрые;Дельфиновые;Китопарнокопытные;Млекопитающие;Хордовые
Белобрюхий ёж;Африканские;Ежовые;Насекомоядные;Млекопитающие;Хордовые
Белобрюхий крапивник;Белобрюхие;Крапивниковые;Воробьинообразные;Птицы;Хордовые
Белобрюхий мохноногий стриж;Мохноногие;Стрижиные;Стрижеобразные;Птицы;Хордовые
Белобрюхий нотура;Тинаму;Тинаму;Тинамуобразные;Птицы;Хордовые
Белобрюхий опоссум;Обыкновенные;Опоссумовые;Опоссумы;Млекопитающие;Хордовые
Белобрюхий орлан;Icthyophaga;Ястребиные;Ястребообразные;Птицы;Хордовые
Белобрюхий рябок;Рябки;Рябковые;Рябкообразные;Птицы;Хордовые
Белобрюхий стриж;Tachymarptis;Стрижиные;Стрижеобразные;Птицы;Хордовые
Белобрюхий тюлень;Тюлени;Настоящие;Хищные;Млекопитающие;Хордовые
Белобрюхий цветоед;Цветоеды;Цветоедовые;Воробьинообразные;Птицы;Хордовые
Белобрюхий ящер;Ящеры;Ящеровые;Панголины;Млекопитающие;Хордовые
Белобрюшка;Конюги;Чистиковые;Ржанкообразные;Птицы;Хордовые
Белоглазая акула Оустона;Белоглазые;Сомниозовые;Катранообразные;Хрящевые;Хордовые
Белоглазая аратинга;Аратинги;Попугаевые;Попугаеобразные;Птицы;Хордовые
Белоглазая колючая акула;Белоглазые;Сомниозовые;Катранообразные;Хрящевые;Хордовые
Белоглазая парула;Setophaga;Древесницевые;Воробьинообразные;Птицы;Хордовые
Белоглазая речная ласточка;Речные;Ласточковые;Воробьинообразные;Птицы;Хордовые
Белоглазая чайка;Ichthyaetus;Чайковые;Ржанкообразные;Птицы;Хордовые
Белоглазая энхеликора;Энхеликоры;Муреновые;Угреобразные;Лучепёрые;Хордовые
Белоглазка;Синцы;Карповые;Карпообразные;Лучепёрые;Хордовые
Белоглазка-монашка;Белоглазки;Белоглазковые;Воробьинообразные;Птицы;Хордовые
Белоглазый виреон;Виреоны;Виреоновые;Воробьинообразные;Птицы;Хордовые
Белоглазый канюк;Ястребиные;Ястребиные;Ястребообразные;Птицы;Хордовые
Белоглазый медосос;Белоглазые;Медососовые;Воробьинообразные;Птицы;Хордовые
Белоглазый нырок;Чернети;Утиные;Гусеобразные;Птицы;Хордовые
Белоглазый трогон;Трогоны;Трогоновые;Трогонообразные;Птицы;Хордовые
Белоголовая зонотрихия;Зонотрихии;Passerellidae;Воробьинообразные;Птицы;Хордовые
Белоголовая мохуа;Мохуа;Мохуа;Воробьинообразные;Птицы;Хордовые
Белоголовая муния;Мунии;Вьюрковые;Воробьинообразные;Птицы;Хордовые
Белоголовая оляпка;Оляпки;Оляпковые;Воробьинообразные;Птицы;Хордовые
Белоголовая пигалица;Чибисы;Ржанковые;Ржанкообразные;Птицы;Хордовые
Белоголовая пипра;Pseudopipra;Манакиновые;Воробьинообразные;Птицы;Хордовые
Белоголовая птица-мышь;Птицы;Птицы;Птицы;Птицы;Хордовые
Белоголовая расписная ванга;Artamella;Ванговые;Воробьинообразные;Птицы;Хордовые
Белоголовая утка;Белоголовые;Утиные;Гусеобразные;Птицы;Хордовые
Белоголовая фолклендская утка-пароход;Утки;Утиные;Гусеобразные;Птицы;Хордовые
Белоголовая шпорцевая кукушка;Шпорцевые;Кукушковые;Кукушкообразные;Птицы;Хордовые
Белоголовый американский стриж;Streptoprocne;Стрижиные;Стрижеобразные;Птицы;Хордовые
Белоголовый восточный бюльбюль;Восточные;Бюльбюлевые;Воробьинообразные;Птицы;Хордовые
Белоголовый дятел;Leuconotopicus;Дятловые;Дятлообразные;Птицы;Хордовые
Белоголовый коэль;Щетинистые;Кукушковые;Кукушкообразные;Птицы;Хордовые
Белоголовый красногузый попугай;Пионусы;Попугаевые;Попугаеобразные;Птицы;Хордовые
Белоголовый ксенопсарис;Белоголовые;Титировые;Воробьинообразные;Птицы;Хордовые
Белоголовый лесной удод;Лесные;Древесные;Птицы;Птицы;Хордовые
Белоголовый орлан;Орланы;Ястребиные;Ястребообразные;Птицы;Хордовые
Белоголовый сип;Грифы;Ястребиные;Ястребообразные;Птицы;Хордовые
Белоголовый скворцовый ткач;Белоголовые;Ткачиковые;Воробьинообразные;Птицы;Хордовые
Белогорлая брахигальба;Брахигальбы;Якамаровые;Дятлообразные;Птицы;Хордовые
Белогорлая веерохвостка;Веерохвостки;Веерохвостковые;Воробьинообразные;Птицы;Хордовые
Белогорлая ласточка;Настоящие;Ласточковые;Воробьинообразные;Птицы;Хордовые
Белогорлая ложнопищуха;Cormobates;Ложнопищуховые;Воробьинообразные;Птицы;Хордовые
Белогорлая мексиканская сойка;Мексиканские;Врановые;Воробьинообразные;Птицы;Хордовые
Белогорлая нектарница-пауколовка;Нектарницы;Нектарницевые;Воробьинообразные;Птицы;Хордовые
Белогорлая неотропическая сова;Неотропические;Совиные;Совообразные;Птицы;Хордовые
Белогорлая совка;Megascops;Совиные;Совообразные;Птицы;Хордовые
Белогорлая шилоклювая тимелия;Шилоклювые;Шилоклювые;Воробьинообразные;Птицы;Хордовые
Белогорлая щурка;Щурки;Щурковые;Ракшеобразные;Птицы;Хордовые
Белогорлая якамара;Якамары;Якамаровые;Дятлообразные;Птицы;Хордовые
Белогорлый американский стриж;Американские;Стрижиные;Стрижеобразные;Птицы;Хордовые
Белогорлый варан;Вараны;Вараны;Чешуйчатые;Пресмыкающиеся;Хордовые
Белогорлый дрозд;Каменные;Мухоловковые;Воробьинообразные;Птицы;Хордовые
Белогорлый дроздовый топаколо;Дроздовые;Топаколовые;Воробьинообразные;Птицы;Хордовые
Белогорлый лесной хомяк;Neotoma;Хомяковые;Грызуны;Млекопитающие;Хордовые
Белогорлый меченосый древолаз;Меченосые;Печниковые;Воробьинообразные;Птицы;Хордовые
Белогорлый пищуховый землелаз;Пищуховые;Печниковые;Воробьинообразные;Птицы;Хордовые
Белогорлый сапфир;Колибри;Колибри;Стрижеобразные;Птицы;Хордовые
Белогорлый тинаму;Большие;Тинаму;Тинамуобразные;Птицы;Хордовые
Белогорлый турач;Campocolinus;Фазановые;Курообразные;Птицы;Хордовые
Белогрудая веерохвостка;Веерохвостки;Веерохвостковые;Воробьинообразные;Птицы;Хордовые
Белогрудая гологлазая муравьянка;Гологлазые;Типичные;Воробьинообразные;Птицы;Хордовые
Белогрудая миагра;Миагры;Монарховые;Воробьинообразные;Птицы;Хордовые
Белогрудый американский стриж;Американские;Стрижиные;Стрижеобразные;Птицы;Хордовые
Белогрудый баклан;Бакланы;Баклановые;Олушеобразные;Птицы;Хордовые
Белогрудый голубь;Голуби;Голубиные;Голубеобразные;Птицы;Хордовые
Восточноевропейский ёж;Евразийские;Ежовые;Насекомоядные;Млекопитающие;Хордовые
Белогрудый краснохвостый попугай;Краснохвостые;Попугаевые;Попугаеобразные;Птицы;Хордовые
Белогрудый лесной крапивник;Лесные;Крапивниковые;Воробьинообразные;Птицы;Хордовые
Белогрудый мадагаскарский пастушок;Мадагаскарские;Мадагаскарские;Мезитообразные;Птицы;Хордовые
Белогрудый пищуховый пересмешник;Ramphocinclus;Пересмешниковые;Воробьинообразные;Птицы;Хордовые
Белогрудый погоныш;Малые;Пастушковые;Журавлеобразные;Птицы;Хордовые
Белогрудый тукан;Туканы;Тукановые;Дятлообразные;Птицы;Хордовые
Белогрудый филандер;Notamacropus;Кенгуровые;Двурезцовые;Млекопитающие;Хордовые
Белогрудый хирург;Рыбы;Хирурговые;Хирургообразные;Лучепёрые;Хордовые
Белогубая куфия;Куфии;Гадюковые;Чешуйчатые;Пресмыкающиеся;Хордовые
Белозадый гульман;Кази;Мартышковые;Приматы;Млекопитающие;Хордовые
Белозвёздный дрозд Суиннертона;Swynnertonia;Мухоловковые;Воробьинообразные;Птицы;Хордовые
Белозобая птица-кошка;Птицы;Шалашниковые;Воробьинообразные;Птицы;Хордовые
Белозобый дрозд;Настоящие;Дроздовые;Воробьинообразные;Птицы;Хордовые
Белозобый пёстрый голубь;Пёстрые;Голубиные;Голубеобразные;Птицы;Хордовые
Белозубка Аллекса;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Бейли;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Бейтса;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Беккари;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Бюттикоффера;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Грассе;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Зарудного;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Макмиллана;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка острова Рождества;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Рузвельта;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Тора;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белозубка Циммерманна;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белоклювая гагара;Гагары;Гагаровые;Гагарообразные;Птицы;Хордовые
Белоклювая серпоклювая райская птица;Серпоклювые;Райские;Воробьинообразные;Птицы;Хордовые
Белоклювый ворон;Вороны;Врановые;Воробьинообразные;Птицы;Хордовые
Белоклювый дятел;Королевские;Дятловые;Дятлообразные;Птицы;Хордовые
Белокровка Аэлиты;Носорогие;Белокровные;Окунеобразные;Лучепёрые;Хордовые
Белокровка Вильсона;Chaenodraco;Белокровные;Окунеобразные;Лучепёрые;Хордовые
Белокровка Ричардсона;Носорогие;Белокровные;Окунеобразные;Лучепёрые;Хордовые
Белокрылая американская ласточка;Американские;Ласточковые;Воробьинообразные;Птицы;Хордовые
Белокрылая болотная крачка;Болотные;Чайковые;Ржанкообразные;Птицы;Хордовые
Белокрылая горлица;Горлицы;Голубиные;Голубеобразные;Птицы;Хордовые
Белокрылая диука;Короткохвостые;Овсянковые;Воробьинообразные;Птицы;Хордовые
Белокрылая котинга;Украшенные;Котинговые;Воробьинообразные;Птицы;Хордовые
Белокрылая ксенолигия;Ксенолигии;Phaenicophilidae;Воробьинообразные;Птицы;Хордовые
Белокрылая лазоревая сорока;Лазоревые;Врановые;Воробьинообразные;Птицы;Хордовые
Белокрылая лысуха;Лысухи;Пастушковые;Журавлеобразные;Птицы;Хордовые
Белокрылая морская свинья;Белокрылые;Морские;Китопарнокопытные;Млекопитающие;Хордовые
Белокрылая пиранга;Пиранги;Кардиналовые;Воробьинообразные;Птицы;Хордовые
Белокрылая синица;Machlolophus;Синицевые;Воробьинообразные;Птицы;Хордовые
Белокрылая траурная мухоловка;Траурные;Австралийские;Воробьинообразные;Птицы;Хордовые
Белокрылая цапля;Прудовые;Цаплевые;Пеликанообразные;Птицы;Хордовые
Белокрылый болотный тиранн;Болотные;Тиранновые;Воробьинообразные;Птицы;Хордовые
Белокрылый вампир;Diaemus;Американские;Рукокрылые;Млекопитающие;Хордовые
Белокрылый дятел;Пёстрые;Дятловые;Дятлообразные;Птицы;Хордовые
Белокрылый жаворонок;Полевые;Жаворонковые;Воробьинообразные;Птицы;Хордовые
Белокрылый канареечный вьюрок;Африканские;Вьюрковые;Воробьинообразные;Птицы;Хордовые
Белокрылый клёст;Клесты;Вьюрковые;Воробьинообразные;Птицы;Хордовые
Белокрылый муравьиный чекан;Каменные;Мухоловковые;Воробьинообразные;Птицы;Хордовые
Белокрылый погоныш;Жёлтые;Пастушковые;Журавлеобразные;Птицы;Хордовые
Белокрылый расписной малюр;Расписные;Малюровые;Воробьинообразные;Птицы;Хордовые
Белокрылый трубач;Трубачи;Трубачи;Журавлеобразные;Птицы;Хордовые
Белолицая свистящая утка;Древесные;Утиные;Гусеобразные;Птицы;Хордовые
Белолицая совка;Ptilopsis;Совиные;Совообразные;Птицы;Хордовые
Белолицый тёмный голубь;Тёмные;Голубиные;Голубеобразные;Птицы;Хордовые
Белолобая веерохвостка;Веерохвостки;Веерохвостковые;Воробьинообразные;Птицы;Хордовые
Белолобая горная ласточка;Горные;Ласточковые;Воробьинообразные;Птицы;Хордовые
Белолобая коата;Коаты;Паукообразные;Приматы;Млекопитающие;Хордовые
Белолобая пенелопа;Пенелопы;Краксы;Курообразные;Птицы;Хордовые
Белолобая синица;Светлолобые;Синицевые;Воробьинообразные;Птицы;Хордовые
Белолобая совка;Совки;Совиные;Совообразные;Птицы;Хордовые
Белолобая узкоклювая ванга;Узкоклювые;Ванговые;Воробьинообразные;Птицы;Хордовые
Белолобая щурка;Щурки;Щурковые;Ракшеобразные;Птицы;Хордовые
Белолобый амазон;Амазоны;Попугаевые;Попугаеобразные;Птицы;Хордовые
Белолобый гульман;Кази;Мартышковые;Приматы;Млекопитающие;Хордовые
Белолобый гусь;Гуси;Утиные;Гусеобразные;Птицы;Хордовые
Белолобый капуцин;Капуцины;Цепкохвостые;Приматы;Млекопитающие;Хордовые
Белолобый лемур;Обыкновенные;Лемуровые;Приматы;Млекопитающие;Хордовые
Белолобый личинкоед-свистун;Личинкоеды;Личинкоедовые;Воробьинообразные;Птицы;Хордовые
Белолобый остроклювый певун;Остроклювые;Танагровые;Воробьинообразные;Птицы;Хордовые
Белолобый ремез;Anthoscopus;Ремезовые;Воробьинообразные;Птицы;Хордовые
Белолобый сокол-крошка;Карликовые;Соколиные;Соколообразные;Птицы;Хордовые
Беломордый бубал;Лиророгие;Полорогие;Китопарнокопытные;Млекопитающие;Хордовые
Беломордый дельфин;Короткоголовые;Дельфиновые;Китопарнокопытные;Млекопитающие;Хордовые
Беломордый олень;Настоящие;Оленевые;Китопарнокопытные;Млекопитающие;Хордовые
Белоногая вдовушка;Вдовушки;Вдовушковые;Воробьинообразные;Птицы;Хордовые
Белоногая креветка;Litopenaeus;Penaeidae;Десятиногие;Высшие;Членистоногие
Белоногий колобус;Колобусы;Мартышковые;Приматы;Млекопитающие;Хордовые
Белоногий лазающий хомячок;Южноамериканские;Хомяковые;Грызуны;Млекопитающие;Хордовые
Белоногий лемур;Лепилемуры;Тонкотелые;Приматы;Млекопитающие;Хордовые
Белоногий саки;Саки;Саковые;Приматы;Млекопитающие;Хордовые
Белоногий тамарин;Тамарины;Игрунковые;Приматы;Млекопитающие;Хордовые
Белоножка;Вилохвостки;Мухоловковые;Воробьинообразные;Птицы;Хордовые
Белонос белолобый;Белоносы;Настоящие;Стрекозы;Насекомые;Членистоногие
Белонос сомнительный;Белоносы;Настоящие;Стрекозы;Насекомые;Членистоногие
Белоокаймлённый групер;Груперы;Каменные;Окунеобразные;Лучепёрые;Хордовые
Белопёрая кабуба;Кабубы;Щетинозубовые;Окунеобразные;Лучепёрые;Хордовые
Белопёрая серая акула;Серые;Серые;Кархаринообразные;Хрящевые;Хордовые
Белопёрый пескарь;Romanogobio;Карповые;Карпообразные;Лучепёрые;Хордовые
Белопёрый пескарь Антипы;Romanogobio;Карповые;Карпообразные;Лучепёрые;Хордовые
Белоплечая гевара;Белоплечие;Тиранновые;Воробьинообразные;Птицы;Хордовые
Белоплечая игрунка;Mico;Игрунковые;Приматы;Млекопитающие;Хордовые
Белоплечая украшенная танагра;Украшенные;Танагровые;Воробьинообразные;Птицы;Хордовые
Белоплечий орлан;Орланы;Ястребиные;Ястребообразные;Птицы;Хордовые
Белоплечий расписной малюр;Расписные;Малюровые;Воробьинообразные;Птицы;Хордовые
Конёк Белоокаймлённый;Коньки;Настоящие;Прямокрылые;Насекомые;Членистоногие
Белополосая ласка;Ласки;Куньи;Хищные;Млекопитающие;Хордовые
Белополосый мероу;Груперы;Каменные;Окунеобразные;Лучепёрые;Хордовые
Белопоясничная американская ласточка;Американские;Ласточковые;Воробьинообразные;Птицы;Хордовые
Белопоясничная геригона;Шипоклювки;Шипоклювковые;Воробьинообразные;Птицы;Хордовые
Белопоясничная монжита;Монжиты;Тиранновые;Воробьинообразные;Птицы;Хордовые
Белопоясничная танагра;Белопоясничные;Танагровые;Воробьинообразные;Птицы;Хордовые
Белопоясничная траурная мухоловка;Траурные;Австралийские;Воробьинообразные;Птицы;Хордовые
Белопоясничный канюк;Пустынные;Ястребиные;Ястребообразные;Птицы;Хордовые
Белопоясничный шама-дрозд;Шама;Мухоловковые;Воробьинообразные;Птицы;Хордовые
Белопоясный олигодон;Олигодоны;Ужеобразные;Чешуйчатые;Пресмыкающиеся;Хордовые
Белопоясный стриж;Стрижи;Стрижиные;Стрижеобразные;Птицы;Хордовые
Белопятнистый агамиксис;Агамиксис;Броняковые;Сомообразные;Лучепёрые;Хордовые
Белопятнистый морской угорь;Конгеры;Конгеровые;Угреобразные;Лучепёрые;Хордовые
Белоротая замыкающаяся черепаха;Замыкающиеся;Иловые;Черепахи;Пресмыкающиеся;Хордовые
Белорукий гиббон;Гиббоны;Гиббоновые;Приматы;Млекопитающие;Хордовые
Белорыбица;Нельмы;Лососёвые;Лососеобразные;Лучепёрые;Хордовые
Белорылый психролют;Психролюты;Психролютовые;Скорпенообразные;Лучепёрые;Хордовые
Белоспинная ласточка;Белоспинные;Ласточковые;Воробьинообразные;Птицы;Хордовые
Белоспинная птица-мышь;Птицы;Птицы;Птицы;Птицы;Хордовые
Белоспинная утка;Белоспинные;Утиные;Гусеобразные;Птицы;Хордовые
Белоспинный альбатрос;Северные;Альбатросовые;Буревестникообразные;Птицы;Хордовые
Белоспинный артам;Артамы;Ласточковые;Воробьинообразные;Птицы;Хордовые
Белоспинный дятел;Пёстрые;Дятловые;Дятлообразные;Птицы;Хордовые
Белоспинный кабезон;Бородастики;Бородатковые;Дятлообразные;Птицы;Хордовые
Белоспинный лори;Белоспинные;Psittaculidae;Попугаеобразные;Птицы;Хордовые
Белоточечный аротрон;Аротроны;Иглобрюхие;Иглобрюхообразные;Лучепёрые;Хордовые
Белоусая славка;Curruca;Славковые;Воробьинообразные;Птицы;Хордовые
Белоухий краснохвостый попугай;Краснохвостые;Попугаевые;Попугаеобразные;Птицы;Хордовые
Белоухий траурный какаду;Zanda;Какаду;Попугаеобразные;Птицы;Хордовые
Белохвостая белозубка;Белозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Белохвостая каменка;Каменки;Мухоловковые;Воробьинообразные;Птицы;Хордовые
Белохвостая куропатка;Белые;Фазановые;Курообразные;Птицы;Хордовые
Белохвостая пигалица;Чибисы;Ржанковые;Ржанкообразные;Птицы;Хордовые
Белохвостая полёвка;Скальные;Хомяковые;Грызуны;Млекопитающие;Хордовые
Белохвостая сумчатая мышь;Узконогие;Сумчатые;Хищные;Млекопитающие;Хордовые
Белохвостая сцимнодалатия;Сцимнодалатии;Сомниозовые;Катранообразные;Хрящевые;Хордовые
Белохвостая украшенная котинга;Украшенные;Котинговые;Воробьинообразные;Птицы;Хордовые
Белохвостый гну;Гну;Полорогие;Китопарнокопытные;Млекопитающие;Хордовые
Белохвостый дымчатый коршун;Дымчатые;Ястребиные;Ястребообразные;Птицы;Хордовые
Белохвостый заяц;Зайцы;Зайцевые;Зайцеобразные;Млекопитающие;Хордовые
Белохвостый канюк;Орлиные;Ястребиные;Ястребообразные;Птицы;Хордовые
Белохвостый колибри;Белохвостые;Колибри;Стрижеобразные;Птицы;Хордовые
Белохвостый лавровый голубь;Голуби;Голубиные;Голубеобразные;Птицы;Хордовые
Белохвостый монал;Моналы;Фазановые;Курообразные;Птицы;Хордовые
Белохвостый олень;Американские;Оленевые;Китопарнокопытные;Млекопитающие;Хордовые
Белохвостый песочник;Песочники;Бекасовые;Ржанкообразные;Птицы;Хордовые
Белохвостый райский зимородок;Райские;Зимородковые;Ракшеобразные;Птицы;Хордовые
Белохвостый траурный какаду;Zanda;Какаду;Попугаеобразные;Птицы;Хордовые
Белохвостый трогон;Трогоны;Трогоновые;Трогонообразные;Птицы;Хордовые
Белохвостый фаэтон;Фаэтоны;Фаэтоновые;Фаэтонообразные;Птицы;Хордовые
Белохохлая кустарница;Кустарницы;Кустарницевые;Воробьинообразные;Птицы;Хордовые
Белохохлая поганка;Ролландии;Поганковые;Поганкообразные;Птицы;Хордовые
Белохохлый солнечный луч;Колибри;Колибри;Стрижеобразные;Птицы;Хордовые
Белохохлый турако;Турако;Тураковые;Туракообразные;Птицы;Хордовые
Белоция;Pterothrissus;Альбуловые;Альбулообразные;Лучепёрые;Хордовые
Белошапочная горихвостка;Горихвостки;Мухоловковые;Воробьинообразные;Птицы;Хордовые
Белошапочная овсянка;Настоящие;Овсянковые;Воробьинообразные;Птицы;Хордовые
Белошапочная танагра;Белошапочные;Танагровые;Воробьинообразные;Птицы;Хордовые
Белошапочный альбатрос;Моллимауки;Альбатросовые;Буревестникообразные;Птицы;Хордовые
Белошапочный пёстрый голубь;Пёстрые;Голубиные;Голубеобразные;Птицы;Хордовые
Белошапочный сорокопут Рюппеля;Белошапочные;Сорокопутовые;Воробьинообразные;Птицы;Хордовые
Белошейная альциона;Тихоокеанские;Зимородковые;Ракшеобразные;Птицы;Хордовые
Белошейная веерохвостка;Веерохвостки;Веерохвостковые;Воробьинообразные;Птицы;Хордовые
Белошейная ворона;Вороны;Врановые;Воробьинообразные;Птицы;Хордовые
Белошейная гагара;Гагары;Гагаровые;Гагарообразные;Птицы;Хордовые
Белошейная зонотрихия;Зонотрихии;Passerellidae;Воробьинообразные;Птицы;Хордовые
Белошейная сорочья майна;Сорочьи;Скворцовые;Воробьинообразные;Птицы;Хордовые
Белошейная тиркушка;Тиркушки;Тиркушковые;Ржанкообразные;Птицы;Хордовые
Белошейная цапля;Цапли;Цаплевые;Пеликанообразные;Птицы;Хордовые
Белошейный аист;Аисты;Аистовые;Аистообразные;Птицы;Хордовые
Белошейный ибис;Белошейные;Ибисовые;Пеликанообразные;Птицы;Хордовые
Белошейный пегий канюк;Крабовые;Ястребиные;Ястребообразные;Птицы;Хордовые
Белошейный тайфунник;Тайфунники;Буревестниковые;Буревестникообразные;Птицы;Хордовые
Белошейный широкохвостый лори;Широкохвостые;Psittaculidae;Попугаеобразные;Птицы;Хордовые
Белощёкая болотная крачка;Болотные;Чайковые;Ржанкообразные;Птицы;Хордовые
Белощёкая казарка;Казарки;Утиные;Гусеобразные;Птицы;Хордовые
Белощёкая коата;Коаты;Паукообразные;Приматы;Млекопитающие;Хордовые
Белощёкая цапля;Белые;Цаплевые;Пеликанообразные;Птицы;Хордовые
Белощёкая шилохвость;Речные;Утиные;Гусеобразные;Птицы;Хордовые
Белощёкий ампелион;Zaratornis;Котинговые;Воробьинообразные;Птицы;Хордовые
Белощёкий ворон;Вороны;Врановые;Воробьинообразные;Птицы;Хордовые
Белощёкий настоящий бюльбюль;Настоящие;Бюльбюлевые;Воробьинообразные;Птицы;Хордовые
Белощёкий снегирь;Снегири;Вьюрковые;Воробьинообразные;Птицы;Хордовые
Белощёкий хохлатый гиббон;Номаскусы;Гиббоновые;Приматы;Млекопитающие;Хордовые
Белоязычный ураспис;Урасписы;Ставридовые;Ставридообразные;Лучепёрые;Хордовые
Белуга;Белуги;Осетровые;Осетрообразные;Лучепёрые;Хордовые
Белуджистанская песчанка;Карликовые;Мышиные;Грызуны;Млекопитающие;Хордовые
Белуджистанский тушканчик;Salpingotulus;Тушканчиковые;Грызуны;Млекопитающие;Хордовые
Белуха;Белухи;Нарваловые;Китопарнокопытные;Млекопитающие;Хордовые
Белый аист;Аисты;Аистовые;Аистообразные;Птицы;Хордовые
Белый амадай;Амадаи;Малакантовые;Окунеобразные;Лучепёрые;Хордовые
Белый американский лаврак;Лавраки;Мороновые;Моронообразные;Лучепёрые;Хордовые
Белый амур;Белые;Карповые;Карпообразные;Лучепёрые;Хордовые
Белый бычок Петерса;Белые;Оксудерковые;Бычкообразные;Лучепёрые;Хордовые
Белый голец;Гольцы;Лососёвые;Лососеобразные;Лучепёрые;Хордовые
Белый гусь;Гуси;Утиные;Гусеобразные;Птицы;Хордовые
Белый дельфин;Длинноклювые;Дельфиновые;Китопарнокопытные;Млекопитающие;Хордовые
Белый дятел;Дятлы;Дятловые;Дятлообразные;Птицы;Хордовые
Белый ибис;Алые;Ибисовые;Пеликанообразные;Птицы;Хордовые
Белый каракурт;Чёрные;Пауки;Пауки;Паукообразные;Членистоногие
Белый листонос;Белые;Американские;Рукокрылые;Млекопитающие;Хордовые
Белый лопатонос;Лопатоносы;Осетровые;Осетрообразные;Лучепёрые;Хордовые
Белый медведь;Медведи;Медвежьи;Хищные;Млекопитающие;Хордовые
Белый носорог;Белые;Носороговые;Непарнокопытные;Млекопитающие;Хордовые
Белый орикс;Ориксы;Полорогие;Китопарнокопытные;Млекопитающие;Хордовые
Белый осётр;Осетры;Осетровые;Осетрообразные;Лучепёрые;Хордовые
Обыкновенный павлинВариетет:Белый павлин;Павлины;Фазановые;Курообразные;Птицы;Хордовые
Белый пегий канюк;Pseudastur;Ястребиные;Ястребообразные;Птицы;Хордовые
Белый птерофор;Pterophorus;Пальцекрылки;Чешуекрылые;Насекомые;Членистоногие
Белый сарг;Сарги;Спаровые;Спарообразные;Лучепёрые;Хордовые
Белый скат;Глубоководные;Ромбовые;Скатообразные;Хрящевые;Хордовые
Белый толстолобик;Толстолобики;Карповые;Карпообразные;Лучепёрые;Хордовые
Белый ушастый фазан;Ушастые;Фазановые;Курообразные;Птицы;Хордовые
Бельдюга Андрияшева;Бельдюги;Бельдюговые;Скорпенообразные;Лучепёрые;Хордовые
