Альдабранский дронго;Дронго;Дронговые;Воробьинообразные;Птицы;Хордовые
Альпака;Ламы;Верблюдовые;Китопарнокопытные;Млекопитающие;Хордовые
Альпийская бурозубка;Бурозубки;Землеройковые;Насекомоядные;Млекопитающие;Хордовые
Альпийская галка;Альпийские;Врановые;Воробьинообразные;Птицы;Хордовые
Альпийская завирушка;Завирушки;Завирушковые;Воробьинообразные;Птицы;Хордовые
Альпийская муния;Мунии;Вьюрковые;Воробьинообразные;Птицы;Хордовые
Альпийская мягкотелка;Podabrus;Мягкотелки;Жесткокрылые;Насекомые;Членистоногие
Альпийская саламандра;Саламандры;Саламандровые;Хвостатые;Земноводные;Хордовые
Альпийская ящерица;Скальные;Настоящие;Чешуйчатые;Пресмыкающиеся;Хордовые
Альпийский горный козёл;Горные;Полорогие;Китопарнокопытные;Млекопитающие;Хордовые
Альпийский сурок;Сурки;Беличьи;Грызуны;Млекопитающие;Хордовые
Альпийский тритон;Альпийские тритоны;Саламандровые;Хвостатые;Земноводные;Хордовые
Альпийский усач;Розалии;Усачи;Жесткокрылые;Насекомые;Членистоногие
Аляскинский заяц;Зайцы;Зайцевые;Зайцеобразные;Млекопитающие;Хордовые
Аляскинский сурок;Сурки;Беличьи;Грызуны;Млекопитающие;Хордовые
Аляскинский шипощёк;Шипощёки;Скорпеновые;Скорпенообразные;Лучепёрые;Хордовые
Амадай Уарда;Амадаи;Малакантовые;Окунеобразные;Лучепёрые;Хордовые
Амазон Мюллера;Амазоны;Попугаевые;Попугаеобразные;Птицы;Хордовые
Амазонская белка;Карликовые;Беличьи;Грызуны;Млекопитающие;Хордовые
Амазонская зонтичная птица;Зонтичные;Котинговые;Воробьинообразные;Птицы;Хордовые
Амазонская красная белка;Белки;Беличьи;Грызуны;Млекопитающие;Хордовые
Амазонская ласка;Neogale;Куньи;Хищные;Млекопитающие;Хордовые
Амазонская моллинезия;Пецилии;Пецилиевые;Карпозубообразные;Лучепёрые;Хордовые
Амазонская оропендола;Оропендолы;Трупиаловые;Воробьинообразные;Птицы;Хордовые
Амазонская рогатка;Рогатые;Ceratophryidae;Бесхвостые;Земноводные;Хордовые
Амазонский венценосный мухоед;Венценосные;Титировые;Воробьинообразные;Птицы;Хордовые
Амазонский дельфин;Амазонские;Амазонские;Китопарнокопытные;Млекопитающие;Хордовые
Амазонский дикобраз;Цепкохвостые;Американские;Грызуны;Млекопитающие;Хордовые
Амазонский зелёный зимородок;Зелёные;Зимородковые;Ракшеобразные;Птицы;Хордовые
Амазонский коровий трупиал;Коровьи;Трупиаловые;Воробьинообразные;Птицы;Хордовые
Амазонский ламантин;Ламантины;Ламантиновые;Сирены;Млекопитающие;Хордовые
Амазонский лесной сокол;Лесные;Соколиные;Соколообразные;Птицы;Хордовые
Амазонский мечеклювый древолаз;Мечеклювые;Печниковые;Воробьинообразные;Птицы;Хордовые
Амазонский ревун;Обезьяны;Паукообразные;Приматы;Млекопитающие;Хордовые
Амазонский сычик;Воробьиные;Совиные;Совообразные;Птицы;Хордовые
Амазонский трогон;Трогоны;Трогоновые;Трогонообразные;Птицы;Хордовые
Амазонский чёрный тиранн;Болотные;Тиранновые;Воробьинообразные;Птицы;Хордовые
Амазонский чирок;Амазонские;Утиные;Гусеобразные;Птицы;Хордовые
Амамийский вальдшнеп;Вальдшнепы;Бекасовые;Ржанкообразные;Птицы;Хордовые
Амбарная моль;Nemapogon;Настоящие;Чешуекрылые;Насекомые;Членистоногие
Амбистома Бишопа;Амбистомы;Амбистомовые;Хвостатые;Земноводные;Хордовые
Амбистома Джефферсона;Амбистомы;Амбистомовые;Хвостатые;Земноводные;Хордовые
Амбистома Копа;Гигантские;Амбистомовые;Хвостатые;Земноводные;Хордовые
Амбоинская белоглазка;Белоглазки;Белоглазковые;Воробьинообразные;Птицы;Хордовые
Амбоинский королевский попугай;Королевские;Psittaculidae;Попугаеобразные;Птицы;Хордовые
Амгуэмская даллия;Даллии;Щуковые;Щукообразные;Лучепёрые;Хордовые
Амейва Грисволда;Pholidoscelis;Тейиды;Чешуйчатые;Пресмыкающиеся;Хордовые
Амека глянцевая;Амеки;Гудеевые;Карпозубообразные;Лучепёрые;Хордовые
Американская бельдюга;Бельдюги;Бельдюговые;Скорпенообразные;Лучепёрые;Хордовые
Американская болотная черепаха;Болотные;Американские;Черепахи;Пресмыкающиеся;Хордовые
Американская бурокрылая ржанка;Ржанки;Ржанковые;Ржанкообразные;Птицы;Хордовые
Американская выпь;Выпи;Цаплевые;Пеликанообразные;Птицы;Хордовые
Американская горихвостка;Setophaga;Древесницевые;Воробьинообразные;Птицы;Хордовые
Американская длиннорылая акула;Длиннорылые;Серые;Кархаринообразные;Хрящевые;Хордовые
Американская евдошка;Умбры;Умбровые;Щукообразные;Лучепёрые;Хордовые
Американская жаба;Anaxyrus;Жабы;Бесхвостые;Земноводные;Хордовые
Американская зелёная кваква;Зелёные;Цаплевые;Пеликанообразные;Птицы;Хордовые
Американская змеешейка;Змеешейки;Змеешейковые;Олушеобразные;Птицы;Хордовые
Американская куница;Куницы;Куньи;Хищные;Млекопитающие;Хордовые
Американская кунья акула;Обыкновенные;Куньи;Кархаринообразные;Хрящевые;Хордовые
Американская лисица;Лисицы;Псовые;Хищные;Млекопитающие;Хордовые
Американская лысуха;Лысухи;Пастушковые;Журавлеобразные;Птицы;Хордовые
Американская морская чернеть;Чернети;Утиные;Гусеобразные;Птицы;Хордовые
Американская норка;Neogale;Куньи;Хищные;Млекопитающие;Хордовые
Американская оляпка;Оляпки;Оляпковые;Воробьинообразные;Птицы;Хордовые
Американская палия;Гольцы;Лососёвые;Лососеобразные;Лучепёрые;Хордовые
Американская пищуха;Пищухи;Пищуховые;Зайцеобразные;Млекопитающие;Хордовые
Американская пищуха;Пищухи;Пищуховые;Воробьинообразные;Птицы;Хордовые
Американская савка;Савки;Утиные;Гусеобразные;Птицы;Хордовые
Американская свиязь;Свиязи;Утиные;Гусеобразные;Птицы;Хордовые
Американская серебристая чайка;Чайки;Чайковые;Ржанкообразные;Птицы;Хордовые
Американская синьга;Турпаны;Утиные;Гусеобразные;Птицы;Хордовые
Американская спиза;Американские;Кардиналовые;Воробьинообразные;Птицы;Хордовые
Американская тимелия;Американские;Суторовые;Воробьинообразные;Птицы;Хордовые
Американская чёрная катарта;Чёрные;Американские;Ястребообразные;Птицы;Хордовые
Американская чёрная кряква;Речные;Утиные;Гусеобразные;Птицы;Хордовые
Американская шилоклювка;Настоящие;Шилоклювковые;Ржанкообразные;Птицы;Хордовые
Американская щука;Щуки;Щуковые;Щукообразные;Лучепёрые;Хордовые
Американская ясеневая тля;Prociphilus;Настоящие;Полужесткокрылые;Насекомые;Членистоногие
Американский аист;Аисты;Аистовые;Аистообразные;Птицы;Хордовые
Американский барсук;Taxidea;Куньи;Хищные;Млекопитающие;Хордовые
Американский бекас;Бекасы;Бекасовые;Ржанкообразные;Птицы;Хордовые
Американский бекасовидный веретенник;Бекасовидные;Бекасовые;Ржанкообразные;Птицы;Хордовые
Американский белогорлый козодой;Белогорлые;Настоящие;Козодоеобразные;Птицы;Хордовые
Американский белый пеликан;Пеликаны;Пеликановые;Пеликанообразные;Птицы;Хордовые
Американский беляк;Зайцы;Зайцевые;Зайцеобразные;Млекопитающие;Хордовые
Американский бурый пеликан;Пеликаны;Пеликановые;Пеликанообразные;Птицы;Хордовые
Американский вальдшнеп;Вальдшнепы;Бекасовые;Ржанкообразные;Птицы;Хордовые
Американский ворон;Вороны;Врановые;Воробьинообразные;Птицы;Хордовые
Американский гидролаг;Гидролаги;Химеровые;Химерообразные;Хрящевые;Хордовые
Американский гренадёр;Baeolophus;Синицевые;Воробьинообразные;Птицы;Хордовые
Американский жулан;Сорокопуты;Сорокопутовые;Воробьинообразные;Птицы;Хордовые
Американский журавль;Журавли;Журавлиные;Журавлеобразные;Птицы;Хордовые
Американский карликовый сокол;Американские;Соколиные;Соколообразные;Птицы;Хордовые
Американский клювач;Американские;Аистовые;Аистообразные;Птицы;Хордовые
Американский конёк;Коньки;Трясогузковые;Воробьинообразные;Птицы;Хордовые
Американский корсак;Лисицы;Псовые;Хищные;Млекопитающие;Хордовые
Американский красноголовый нырок;Чернети;Утиные;Гусеобразные;Птицы;Хордовые
Американский кроншнеп;Кроншнепы;Бекасовые;Ржанкообразные;Птицы;Хордовые
Американский кулик-сорока;Кулики;Кулики;Ржанкообразные;Птицы;Хордовые
Американский лебедь;Лебеди;Утиные;Гусеобразные;Птицы;Хордовые
Американский лось;Лоси;Оленевые;Китопарнокопытные;Млекопитающие;Хордовые
Американский лунь;Луни;Ястребиные;Ястребообразные;Птицы;Хордовые
Американский макруронус;Макруронусы;Макруроновые;Трескообразные;Лучепёрые;Хордовые
Американский морской ангел;Плоскотелые;Скватиновые;Скватинообразные;Хрящевые;Хордовые
Американский морской чёрт;Удильщики;Удильщиковые;Удильщикообразные;Лучепёрые;Хордовые
Американский омар;Homarus;Омары;Десятиногие;Высшие;Членистоногие
Американский пепельный улит;Пепельные;Бекасовые;Ржанкообразные;Птицы;Хордовые
Американский полиприон;Полиприоны;Полиприоновые;Окунеобразные;Лучепёрые;Хордовые
Американский протей;Американские;Протеи;Хвостатые;Земноводные;Хордовые
Американский ремез;Американские;Ремезовые;Воробьинообразные;Птицы;Хордовые
Американский речной угорь;Угри;Угрёвые;Угреобразные;Лучепёрые;Хордовые
Американский ромбический уж;Американские;Ужеобразные;Чешуйчатые;Пресмыкающиеся;Хордовые
Американский свиристель;Свиристели;Свиристелевые;Воробьинообразные;Птицы;Хордовые
Американский сигнальный рак;Pacifastacus;Европейские;Десятиногие;Высшие;Членистоногие
Американский сомик;Ameiurus;Икталуровые;Сомообразные;Лучепёрые;Хордовые
Американский средний кроншнеп;Кроншнепы;Бекасовые;Ржанкообразные;Птицы;Хордовые
Американский стрелозубый палтус;Стрелозубые;Камбаловые;Камбалообразные;Лучепёрые;Хордовые
Американский суслик;Трансберингийские;Беличьи;Грызуны;Млекопитающие;Хордовые
Американский терпуг;Бровастые;Терпуговые;Скорпенообразные;Лучепёрые;Хордовые
Американский уж-циклоп;Американские;Ужеобразные;Чешуйчатые;Пресмыкающиеся;Хордовые
Американский хвостокол;Хвостоколы;Хвостоколовые;Хвостоколообразные;Хрящевые;Хордовые
Американский хорёк;Ласки;Куньи;Хищные;Млекопитающие;Хордовые
Американский чешуйчатник;Чешуйчатники;Американские;Рогозубообразные;Лопастепёрые;Хордовые
Американский чиж;Чижи;Вьюрковые;Воробьинообразные;Птицы;Хордовые
Американский шэд;Алозы;Сельдевые;Сельдеобразные;Лучепёрые;Хордовые
Аметистовая нектарница;Рыжегорлые;Нектарницевые;Воробьинообразные;Птицы;Хордовые
Аметистовый бегунок;Rhinoptilus;Тиркушковые;Ржанкообразные;Птицы;Хордовые
Аметистовый короткохвостый скворец;Короткохвостые;Скворцовые;Воробьинообразные;Птицы;Хордовые
Аметистовый питон;Ромбические;Питоны;Чешуйчатые;Пресмыкающиеся;Хордовые
Амильтемский кролик;Американские;Зайцевые;Зайцеобразные;Млекопитающие;Хордовые
Аммофила песочная;Аммофилы;Sphecidae;Перепончатокрылые;Насекомые;Членистоногие
Ампуллярия;Pomacea;Ampullariidae;Architaenioglossa;Брюхоногие;Моллюски
Амстердамская утка;Свиязи;Утиные;Гусеобразные;Птицы;Хордовые
Амстердамский альбатрос;Альбатросы;Альбатросовые;Буревестникообразные;Птицы;Хордовые
Амударьинская форель;Лососи;Лососёвые;Лососеобразные;Лучепёрые;Хордовые
Амударьинский малый лопатонос;Лжелопатоносы;Осетровые;Осетрообразные;Лучепёрые;Хордовые
Амурская долгохвостка;Долгохвостки;Настоящие;Чешуйчатые;Пресмыкающиеся;Хордовые
Амурская колюшка;Девятииглые;Колюшковые;Скорпенообразные;Лучепёрые;Хордовые
Амурская морская звезда;Астериасы;Астерииды;Педицелляриевые;Морские;Иглокожие
Амурская щука;Щуки;Щуковые;Щукообразные;Лучепёрые;Хордовые
Амурский бражник;Laothoe;Бражники;Чешуекрылые;Насекомые;Членистоногие
Амурский волчок;Малые;Цаплевые;Пеликанообразные;Птицы;Хордовые
Амурский ёж;Евразийские;Ежовые;Насекомоядные;Млекопитающие;Хордовые
Амурский кобчик;Соколы;Соколиные;Соколообразные;Птицы;Хордовые
Амурский лемминг;Настоящие;Хомяковые;Грызуны;Млекопитающие;Хордовые
Амурский осётр;Осетры;Осетровые;Осетрообразные;Лучепёрые;Хордовые
Амурский полоз;Лазающие;Ужеобразные;Чешуйчатые;Пресмыкающиеся;Хордовые
Амурский свиристель;Свиристели;Свиристелевые;Воробьинообразные;Птицы;Хордовые
Амурский сиг;Сиги;Лососёвые;Лососеобразные;Лучепёрые;Хордовые
Амурский сом;Сомы;Сомовые;Сомообразные;Лучепёрые;Хордовые
Амурский чебачок;Псевдорасборы;Карповые;Карпообразные;Лучепёрые;Хордовые
Амфихт;Амфикты;Батраховые;Батрахообразные;Лучепёрые;Хордовые
Анабас;Анабасы;Ползуновые;Анабасообразные;Лучепёрые;Хордовые
Анаконда;Анаконды;Ложноногие;Чешуйчатые;Пресмыкающиеся;Хордовые
